  1.9840000e+003  1.0000000e+000  1.5000000e+001             NaN
  1.9840000e+003  2.0000000e+000  1.5000000e+001             NaN
  1.9840000e+003  3.0000000e+000  1.5000000e+001  1.7000000e+000
  1.9840000e+003  4.0000000e+000  1.5000000e+001             NaN
  1.9840000e+003  5.0000000e+000  1.5000000e+001  4.1500000e+000
  1.9840000e+003  6.0000000e+000  1.5000000e+001  3.0000000e+000
  1.9840000e+003  7.0000000e+000  1.5000000e+001  2.7000000e+000
  1.9840000e+003  8.0000000e+000  1.5000000e+001  2.3500000e+000
  1.9840000e+003  9.0000000e+000  1.5000000e+001  1.9000000e+000
  1.9840000e+003  1.0000000e+001  1.5000000e+001  7.1000000e+000
  1.9840000e+003  1.1000000e+001  1.5000000e+001             NaN
  1.9840000e+003  1.2000000e+001  1.5000000e+001             NaN
  1.9850000e+003  1.0000000e+000  1.5000000e+001             NaN
  1.9850000e+003  2.0000000e+000  1.5000000e+001             NaN
  1.9850000e+003  3.0000000e+000  1.5000000e+001             NaN
  1.9850000e+003  4.0000000e+000  1.5000000e+001             NaN
  1.9850000e+003  5.0000000e+000  1.5000000e+001             NaN
  1.9850000e+003  6.0000000e+000  1.5000000e+001  4.3000000e+000
  1.9850000e+003  7.0000000e+000  1.5000000e+001  3.1000000e+000
  1.9850000e+003  8.0000000e+000  1.5000000e+001  4.3000000e+000
  1.9850000e+003  9.0000000e+000  1.5000000e+001  3.5000000e+000
  1.9850000e+003  1.0000000e+001  1.5000000e+001  2.7000000e+000
  1.9850000e+003  1.1000000e+001  1.5000000e+001             NaN
  1.9850000e+003  1.2000000e+001  1.5000000e+001             NaN
  1.9860000e+003  1.0000000e+000  1.5000000e+001             NaN
  1.9860000e+003  2.0000000e+000  1.5000000e+001             NaN
  1.9860000e+003  3.0000000e+000  1.5000000e+001             NaN
  1.9860000e+003  4.0000000e+000  1.5000000e+001             NaN
  1.9860000e+003  5.0000000e+000  1.5000000e+001             NaN
  1.9860000e+003  6.0000000e+000  1.5000000e+001  3.5000000e+000
  1.9860000e+003  7.0000000e+000  1.5000000e+001  4.4500000e+000
  1.9860000e+003  8.0000000e+000  1.5000000e+001  3.5000000e+000
  1.9860000e+003  9.0000000e+000  1.5000000e+001  2.7500000e+000
  1.9860000e+003  1.0000000e+001  1.5000000e+001             NaN
  1.9860000e+003  1.1000000e+001  1.5000000e+001             NaN
  1.9860000e+003  1.2000000e+001  1.5000000e+001             NaN
  1.9870000e+003  1.0000000e+000  1.5000000e+001             NaN
  1.9870000e+003  2.0000000e+000  1.5000000e+001             NaN
  1.9870000e+003  3.0000000e+000  1.5000000e+001             NaN
  1.9870000e+003  4.0000000e+000  1.5000000e+001             NaN
  1.9870000e+003  5.0000000e+000  1.5000000e+001             NaN
  1.9870000e+003  6.0000000e+000  1.5000000e+001  4.6500000e+000
  1.9870000e+003  7.0000000e+000  1.5000000e+001  4.1000000e+000
  1.9870000e+003  8.0000000e+000  1.5000000e+001  4.2000000e+000
  1.9870000e+003  9.0000000e+000  1.5000000e+001  4.8000000e+000
